word,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,2020
identity,10.601265822784809,11.85137732222934,8.515815085,7.911479944674965,8.24627695,6.214442013129102,5.733397037744864,6.625409537677466,6.8181818181818175,8.362857699046137,11.739310917393109,15.733360513709101,26.635204620694513,38.84226459708551,45.866550057743844,45.79609915300334
migration,5.063291139240507,5.381165919282512,5.179005908932917,3.9557399723374824,5.645699044232052,5.878920495988329,7.126931039974519,7.3898798689479435,7.589081772498858,9.406268249951333,10.103777501037776,10.164101518703497,11.801084736211875,16.635169146163424,21.326538621099488,23.187504856632216
religion,22.626582278481013,23.062139654067906,24.991310392770245,27.52420470262794,27.028228495221164,25.13493800145879,23.19636884854276,24.235529668729523,23.77798081315669,23.37161768,20.95475300954753,21.359698297828967,25.210960061984927,29.757543730799203,33.29577180530795,30.28984381
war,37.18354430379747,29.85265855221012,25.686478971150507,26.224066390041497,34.05201155812403,31.261852662290302,23.132664437012263,39.92537313432835,30.333485609867523,28.549737200700797,26.719247267192475,28.27846294975028,32.573078819468904,38.37831059839318,42.64971352327132,42.00986867666485
